web-scraper-order,web-scraper-start-url,games-href,title,platform,descriptors,rating
1669318612-8879,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20381/shattered-union/,Shattered Union,"Online, Windows PC, Xbox",Violence,Teen
1669318614-8880,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20360/reel-deal-vegas-casino-experience/,Reel Deal Vegas: Casino Experience,Windows PC,Simulated Gambling,Everyone
1669318617-8881,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20376/l-a-rush/,L.A.Rush,"Windows PC, PlayStation 2, Xbox","Language, Mild Violence",Teen
1669318619-8882,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20427/grand-theft-auto-san-andreas/,Grand Theft Auto: San Andreas,"Macintosh, Windows PC, PlayStation 2, Xbox, Xbox 360","Blood and Gore, Intense Violence, Strong Language, Strong Sexual Content, Use of Drugs",Mature 17+
1669318622-8883,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20368/serious-sam-ii/,Serious Sam II,"Online, Windows PC, Xbox","Blood and Gore, Violence",Mature 17+
1669318625-8884,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20405/reel-deal-slots-bonus-mania/,Reel Deal Slots: Bonus Mania!,Windows PC,"Comic Mischief, Simulated Gambling",Everyone
1669318627-8885,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20395/gene-troopers/,Gene Troopers,"Online, Windows PC, PlayStation 2, Xbox","Blood, Strong Language, Violence",Mature 17+
1669318630-8886,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20392/tumblebugs/,Tumblebugs,"Macintosh, Mobile Phone, Windows PC",No Descriptors,Everyone
1669318632-8887,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20396/knights-of-the-temple-2/,Knights of the Temple 2,"Online, Windows PC, PlayStation 2, Xbox","Blood, Violence",Mature 17+
1669318635-8888,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20434/sniper-elite/,Sniper Elite,"Online, Windows PC, PlayStation 2, Xbox","Blood and Gore, Intense Violence",Mature 17+
1669318637-8889,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20313/law-order-criminal-intent/,Law & Order: Criminal Intent,Windows PC,"Blood, Mild Violence",Mature 17+
1669318640-8890,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/9041/dark-fall/,Dark Fall,"Macintosh, Windows PC","Mild Violence, Suggestive Themes",Teen
1669318642-8891,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20401/math-blaster-master-the-basics/,Math Blaster: Master the Basics,Windows PC,Edutainment,Everyone
1669318645-8892,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20342/jetfighter-2015/,JETFIGHTER 2015,Windows PC,Mild Violence,Teen
1669318647-8893,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20411/crazy-burger/,Crazy Burger,Windows PC,No Descriptors,Everyone
1669318650-8894,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20442/the-suffering-ties-that-bind/,The Suffering: Ties That Bind,"Windows PC, PlayStation 2, Xbox","Blood and Gore, Intense Violence, Sexual Themes, Strong Language, Use of Drugs",Mature 17+
1669318653-8895,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20409/the-bible-game/,The Bible Game,"Online, Windows PC, PlayStation 2, PSP, Xbox",No Descriptors,Everyone
1669318655-8896,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20410/shoot-the-roach/,Shoot the Roach,Windows PC,"Animated Blood, Cartoon Violence",Teen
1669318658-8897,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20391/phlinx-to-go/,Phlinx To Go,"Macintosh, Windows PC",No Descriptors,Everyone
1669318660-8898,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20398/cry-wolf-desktop-game/,Cry Wolf Desktop Game,"Macintosh, Windows PC, Web Browser",Mild Violence,Everyone 10+
1669318663-8899,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20387/ai-yori-aoshi/,Ai Yori Aoshi,Windows PC,"Suggestive Themes, Use of Alcohol",Teen
1669318665-8900,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20417/wild-life/,Wild Life!,Windows PC,No Descriptors,Everyone
1669318668-8901,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20419/adventures-in-odyssey-and-the-great-escape/,Adventures in Odyssey and the Great Escape,"Macintosh, Windows PC",No Descriptors,Everyone
1669318670-8902,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20426/worms-4-mayhem/,Worms 4 Mayhem,"Windows PC, PlayStation 2, Xbox","Cartoon Violence, Crude Humor",Teen
1669318673-8903,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20463/stacked-with-daniel-negreanu/,Stacked with Daniel Negreanu,"Online, Windows PC, PlayStation 2, PSP, Xbox","Crude Humor, Mild Language, Simulated Gambling",Teen
1669318675-8904,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20422/battleground-europe-world-war-ii-online/,Battleground Europe: World War II Online,"Macintosh, Online, Windows PC","Blood, Violence",Mature 17+
1669318678-8905,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20464/18-wheels-of-steel-convoy/,18 Wheels  of Steel Convoy,Windows PC,No Descriptors,Everyone
1669318680-8906,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20438/star-wars-battlefront-2/,Star Wars Battlefront 2,"Online, Windows PC, PlayStation 2, PSP, Xbox","Mild Language, Violence",Teen
1669318683-8907,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20479/renegade-paintball/,Renegade Paintball,"Windows PC, Xbox","Mild Violence, Suggestive Themes",Teen
1669318685-8908,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20486/half-life-2/,Half-Life 2,"Windows PC, PlayStation 3, Xbox, Xbox 360","Blood and Gore, Intense Violence",Mature 17+
1669318688-8909,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20474/brothers-in-arms-earned-in-blood/,Brothers In Arms Earned in Blood,"Windows PC, PlayStation 2, Wii, Xbox","Blood and Gore, Intense Violence, Strong Language",Mature 17+
1669318690-8910,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20489/nibiru-age-of-secrets/,Nibiru: Age of Secrets,Windows PC,"Alcohol and Tobacco Reference, Blood, Mild Language, Mild Violence",Teen
1669318693-8911,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20433/everquest-depths-of-darkhollow/,EverQuest Depths of Darkhollow,Windows PC,"Blood and Gore, Suggestive Themes, Use of Alcohol, Violence",Teen
1669318695-8912,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20452/evergirl/,EverGirl,"Game Boy Advance, Windows PC",No Descriptors,Everyone
1669318698-8913,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20472/disneys-chicken-little/,Disney's Chicken Little,"GameCube, Online, Windows PC, PlayStation 2, Xbox",Cartoon Violence,Everyone 10+
1669318700-8914,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20460/spongebob-squarepants-lights-camera-pants/,"SpongeBob SquarePants: Lights, Camera, PANTS!",Windows PC,No Descriptors,Everyone
1669318703-8915,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20414/polar-tubing/,Polar Tubing,Windows PC,Mild Cartoon Violence,Everyone
1669318706-8916,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20456/pokemon-team-turbo/,Pokemon Team Turbo,Windows PC,No Descriptors,Everyone
1669318708-8917,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20504/need-for-speed-most-wanted/,Need for Speed: Most Wanted,"GameCube, Windows PC, PlayStation 2, Xbox, Xbox 360",Mild Violence,Teen
1669318711-8918,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20462/bratz-rock-angelz/,Bratz: Rock Angelz,Windows PC,No Descriptors,Everyone
1669318713-8919,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20470/the-sudoku-challenge/,The sudoku Challenge,Windows PC,No Descriptors,Everyone
1669318716-8920,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20468/friends-the-one-with-all-the-trivia/,Friends:  The one with all the Trivia,"Windows PC, PlayStation 2","Crude Humor, Mild Language, Sexual Themes",Teen
1669318719-8921,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20510/caterpillar-construction-tycoon/,Caterpillar Construction Tycoon,Windows PC,No Descriptors,Everyone
1669318721-8922,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20475/wwii-battle-strike/,WWII Battle Strike,Windows PC,Violence,Teen
1669318724-8923,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20483/the-incredibles-rise-of-the-underminer/,The Incredibles: Rise of the Underminer,"GameCube, Macintosh, Windows PC, PlayStation 2, Xbox",Cartoon Violence,Everyone 10+
1669318726-8924,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20473/space-hack/,Space Hack,Windows PC,"Blood and Gore, Fantasy Violence, Language",Teen
1669318729-8925,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20471/math-a-thon-2-the-mystery-of-the-missing-laboratory/,Math-A-Thon 2: The Mystery of the Missing Laboratory,Windows PC,No Descriptors,Everyone
1669318731-8926,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20502/half-life-2-death-match/,Half-Life 2: Death Match,"Online, Windows PC","Blood, Intense Violence",Mature 17+
1669318734-8927,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20517/half-life-1-source/,Half-Life 1:  Source,Windows PC,"Blood and Gore, Intense Violence, Language",Mature 17+
1669318736-8928,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20498/counter-strike-source/,Counter-Strike: Source,Windows PC,"Blood, Intense Violence",Mature 17+
1669318739-8929,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20478/backyard-skateboarding-game-of-the-year-edtion/,Backyard Skateboarding: Game of the Year Edtion,"Game Boy Advance, Windows PC",No Descriptors,Everyone
1669318742-8930,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20455/neverwinter-nights-kingmaker/,Neverwinter Nights: Kingmaker,Windows PC,"Blood, Violence",Mature 17+
1669318744-8931,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20555/joint-operations-combined-arms/,Joint Operations: Combined Arms,Windows PC,"Blood, Violence",Teen
1669318747-8932,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20512/call-of-duty-2/,Call of Duty 2,"Windows PC, Xbox 360, Xbox One","Blood, Mild Language, Violence",Teen
1669318749-8933,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20506/stubbs-the-zombie-in-rebel-without-a-pulse/,Stubbs the Zombie in Rebel Without a Pulse,"Macintosh, Windows PC, Xbox 360","Blood and Gore, Crude Humor, Intense Violence, Sexual Themes, Strong Language",Mature 17+
1669318752-8934,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20469/cross-racing-championship-2005/,Cross Racing Championship  2005,"Online, Windows PC",Mild Violence,Everyone
1669318754-8935,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20500/bet-on-soldier-blood-sport/,Bet On Soldier: Blood Sport,"Online, Windows PC","Blood and Gore, Language, Simulated Gambling, Violence",Mature 17+
1669318757-8936,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20547/mall-tycoon-3/,Mall Tycoon 3,Windows PC,Comic Mischief,Everyone
1669318759-8937,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20515/lets-ride-dreamer/,Let's Ride Dreamer,"Game Boy Advance, Windows PC",No Descriptors,Everyone
1669318762-8938,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20513/hoyle-chess-games/,Hoyle Chess Games,Windows PC,No Descriptors,Everyone
1669318764-8939,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20402/black-and-white-2/,Black and White 2,Windows PC,"Blood and Gore, Crude Humor, Use of Alcohol, Violence",Teen
1669318767-8940,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20523/cold-war/,Cold War,Windows PC,"Language, Tobacco Reference, Violence",Teen
1669318770-8941,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20532/the-bibleman-video-game-adventure-a-fight-for-faith/,The Bibleman Video Game Adventure:  A fight for Faith,Windows PC,No Descriptors,Everyone
1669318772-8942,https://www.esrb.org/search/?searchKeyword=&platform=Nintendo%20Switch%2CPlayStation%205%2CPlayStation%204%2CXbox%20Series%2CXbox%20One%2CPC&rating=E%2CE10%2B%2CT%2CM%2CAO&descriptor=All%20Content&pg=801&searchType=All&ielement[]=all,https://www.esrb.org/ratings/20480/taito-legends/,Taito Legends,"Windows PC, PlayStation 2, Xbox",Mild Violence,Teen
